cluster_0,cluster_1,cluster_2,cluster_3,cluster_4
114988414,92335319,474613,19984726,4388042
114988415,92343358,474631,19985081,4388542
114988416,92343359,474694,19985246,4388543
114989059,92343360,474695,19985247,4388544
114994183,92343742,474696,19985438,4388545
114995747,92343743,474789,19985439,4388611
114995878,92343744,474834,19985440,4388612
114995879,92343745,474877,19985479,4388770
115009103,92347389,474878,19985480,4388996
115009104,92347390,474879,19985594,4388997
115009105,92356172,475384,19985595,4389462
115009106,92357543,475394,19985596,4389463
115009107,92357544,475443,19985597,4389573
115009108,92357545,475626,19985598,4389574
115009109,92363904,475633,19985599,4389590
115018275,92363905,475634,19985604,4389591
115018276,92363906,475670,19985794,4389592
115018277,92367971,475671,19986070,4389599
115020899,92367972,475672,19986082,4389620
115021513,92367973,475689,19986083,4389669
115027291,92368142,475764,19986084,4389709
115027292,92371749,475765,19986085,4389710
115032219,92374997,475843,19986086,4389711
115032220,92375561,475997,19986087,4389753
115032221,92375562,475998,19986088,4389754
115032222,92375563,476014,19986089,4389797
115032223,92377335,476015,19986283,4389864
115032224,92377336,476038,19986447,4389865
115033726,92377527,476089,19986486,4390050
115033727,92383088,476339,19986487,4390082
115033728,92383226,476353,19986488,4390479
115033735,92386496,476380,19986489,4390800
115033736,92400859,476496,19986678,4390801
115033737,92400860,476497,19986679,4390849
115045457,92400861,476530,19986711,4390850
115045458,92405291,476582,19986859,4390890
115045459,92405292,476583,19986860,4390891
115045460,92405293,476633,19986861,4391012
115045461,92405294,476645,19986862,4391397
115045462,92405295,476731,19986863,4391398
115045463,92405296,477161,19986879,4391412
115045464,92407162,477678,19986885,4391569
115063985,92409461,477679,19986886,4391573
115063986,92409462,477741,19986903,4391574
115064028,92422307,477742,19987333,4391575
115083173,92423783,477847,19987482,4391576
115083174,92425299,477859,19987657,4391697
115083175,92425300,477860,19987690,4391698
115084253,92425301,477867,19987856,4391835
115420404,92429137,477868,19988061,4391836
115425468,92432318,477916,19988062,4391837
115425469,92432319,477917,19988121,4391838
115427546,92437115,477918,19988425,4392199
115433544,92437116,478008,19988570,4392510
115433545,92437117,478009,19988691,4392588
115433546,92440659,478010,19988692,4392589
115433547,92442109,478089,19988693,4392590
115442203,92442110,478090,19988694,4392591
115442204,92442111,478158,19988798,4392592
115442205,92442903,478159,19988829,4392928
115453748,92442904,478163,19988830,4392971
115505270,92447549,478179,19988902,4392972
115505271,92455606,478184,19989239,4392973
115505778,92455607,478211,19989262,4392974
115508113,92458206,478240,19989531,4392984
115509560,92467936,478273,19989532,4392985
115527505,92467937,478288,19989533,4392986
115544030,92467938,478340,19989534,4392987
115544432,92473454,478379,19989626,4393093
115549713,92480243,478588,19989627,4393206
115550727,92480244,478589,19989816,4393207
115550728,92486678,478593,19989970,4393208
115550729,92486679,478645,19989971,4393627
115553173,92486680,478682,19990058,4393634
115553174,92492119,478956,19990059,4393635
115553175,92494497,478969,19990060,4393845
115553176,92494498,478983,19990357,4393846
115553177,92494499,479087,19990358,4394281
115553767,92495651,479088,19990359,4394282
115554503,92495652,479089,19990489,4395134
115569507,92495653,479090,19990490,4395135
115569508,92495654,479174,19990491,4395136
115571190,92510698,479175,19990526,4395137
115571191,92510699,479191,19990527,4395138
115571192,92511213,479192,19990528,4395380
115571193,92511214,479252,19990529,4395689
115572625,92511215,479253,19990530,4395690
115576922,92511216,479281,19990531,4395844
115576923,92511217,479300,19990625,4396083
115578722,92512063,479504,19990626,4396084
115578723,92512064,479505,19991079,4396121
115592863,92512065,479506,19991080,4396123
115594873,92514937,479507,19991081,4396124
115598183,92522317,479649,19991225,4396125
115605190,92522318,479672,19991226,4396920
115606305,92542798,479726,19991227,4396921
115606306,92542799,479727,19991324,4396935
115606307,92542800,479793,19991441,4396989
115606441,92543864,479847,19991442,4396995
115618003,92549607,479848,19991720,4397240
115625872,92552341,479849,19991721,4397241
115635204,92552379,479850,19991798,4397242
115646802,92552380,479851,19991799,4397243
115646803,92552381,479852,19991800,4397595
115646804,92555801,479861,19991801,4397596
115646805,92558340,479862,19991959,4397597
115647584,92558341,479925,19992059,4397598
115647585,92558342,479938,19992272,4397599
115647586,92558343,479939,19992606,4397717
115669150,92558344,479953,19993181,4397718
115669151,92558345,479962,19993182,4397872
115669152,92562441,479963,19993193,4397873
115669593,92562442,479987,19993194,4397885
115674571,92563489,480029,19993459,4397944
115674572,92580807,480222,19993460,4397948
115674573,92580808,480286,19993560,4397949
115674574,92582057,480325,19993561,4397953
115683541,92582058,480326,19993574,4397954
115683542,92582059,480327,19993601,4398228
115683543,92582391,480343,19993602,4398229
115683630,92587276,480430,19993603,4398310
115683631,92594853,480456,19993651,4398319
115683632,92595296,480564,19993652,4398320
115689352,92596364,480596,19993965,4398336
115692676,92596365,480649,19994017,4398652
115699464,92599364,480654,19994239,4398653
115719576,92600887,480659,19994383,4398654
115719577,92600888,480680,19994384,4398728
115719578,92600889,480735,19994629,4398883
115720351,92617724,480805,19994632,4398884
115724429,92617828,480806,19994645,4398885
115724430,92617829,480817,19995189,4398886
115733907,92617830,480821,19995300,4398903
115733908,92617831,480822,19995301,4398904
115734751,92618770,480849,19995302,4398905
115734752,92618846,480850,19995303,4399485
115734753,92618847,480864,19995432,4399553
115734754,92618848,480865,19995499,4399672
115734755,92620895,480866,19995716,4399950
115742190,92620896,480903,19995717,4400175
115744740,92622526,480949,19995718,4400176
115744741,92622527,480950,19995719,4400367
115749138,92623920,480955,19995720,4400471
115749139,92628851,481093,19995730,4400472
115749640,92630472,481094,19995805,4400473
115752348,92649475,481252,19995951,4400474
115764955,92650398,481275,19996010,4400481
115767940,92650399,481322,19996087,4400482
115772700,92650472,481346,19996088,4400584
115779729,92650473,481347,19996091,4400585
115781707,92652086,481501,19996092,4400586
115783467,92652087,481502,19996142,4401470
115798480,92657799,481503,19996143,4401498
115798481,92664377,481608,19996157,4401723
115799257,92665211,481609,19996158,4401768
115811354,92666857,481652,19996182,4401788
115811355,92666858,481674,19996194,4401851
115813554,92666861,481675,19996213,4401907
115813555,92666862,481676,19996386,4402040
115813556,92666863,481677,19996387,4402158
115813557,92666864,481678,19996468,4403550
115827629,92668069,481679,19996919,4403551
115827630,92673150,481680,19996920,4403552
115834452,92673151,481681,19996941,4403553
115840737,92673152,481682,19996976,4403869
115849206,92690495,481683,19996977,4404048
115862708,92693181,481715,19996978,4404386
115862709,92697992,481716,19996979,4404958
115862710,92700014,481747,19996980,4405005
115862711,92700015,481750,19997037,4405009
115865158,92700016,481925,19997279,4405138
115865159,92716018,481947,19997434,4405255
115865160,92721451,481948,19997435,4405256
115866164,92723261,482019,19997436,4405370
115866165,92723262,482057,19997437,4405485
115866166,92723263,482058,19997500,4405679
115866167,92725365,482059,19997751,4405695
115871603,92735754,482060,19997832,4405701
115871604,92736374,482061,19997833,4405702
115871605,92736375,482062,19997834,4405849
115871606,92736671,482063,19997950,4405870
115883690,92736672,482138,19997951,4405871
115885390,92736673,482148,19997952,4405973
115885391,92737895,482185,19998068,4406253
115888906,92744933,482305,19998069,4406254
115889154,92744934,482306,19998264,4406297
115889155,92745386,482324,19998334,4406298
115889156,92745387,482325,19999092,4406299
115889157,92749982,482326,19999093,4406300
115889158,92749983,482378,19999094,4406301
115889159,92752999,482541,19999095,4406302
115891654,92753000,482559,19999152,4406316
115894838,92753001,482560,19999547,4406393
115895423,92753002,482561,19999548,4406521
115895424,92753003,482562,19999571,4406522
115895425,92753004,482563,19999572,4406523
115896486,92757499,482564,19999582,4406527
115896487,92760173,482565,19999583,4406528
115896488,92761851,482566,19999764,4406618
115896489,92761852,482567,19999765,4406619
115899437,92761853,482580,20000111,4406852
115899584,92761854,482581,20000112,4407007
115901270,92761855,482582,20000115,4407008
115901271,92764120,482805,20000204,4407009
115901272,92764501,482833,20000205,4407010
115901273,92773121,482882,20000284,4407011
115901274,92776905,482901,20000285,4407399
115901275,92776906,482902,20000307,4407547
115901276,92776907,482903,20000308,4407548
115901277,92776908,482970,20000309,4407934
115905039,92776909,482971,20000310,7659194
115905040,92776910,482972,20000436,7659556
115916760,92778720,482973,20000747,7659582
115918144,92779697,482974,20000748,7659638
115918145,92791200,482975,20000994,7659672
115928057,92791201,482976,20000995,7659690
115933382,92791202,482977,20000996,7659691
115933383,92798842,482978,20000997,7659692
115933384,92798843,482979,20001335,7659693
115933385,92798844,482980,20001336,7659694
115933386,92800525,482981,20001488,7659717
115933825,92800526,482982,20001494,7659718
115942178,92813048,482990,20001619,7659741
115942179,92819593,483025,20001688,7659930
115942180,92821722,483026,20001733,7659931
115952999,92828369,483027,20001918,7659964
115961285,92829272,483028,20002083,7659965
115961286,92830771,483029,20002240,7659966
115961290,92830772,483082,20002639,7660349
115963899,92830773,483192,20002853,7660518
115968431,92839367,483289,20003189,7660519
115968432,92840477,483318,20003217,7660520
115971627,92840498,483380,20003218,7660521
115971628,92844486,483381,20003362,7660565
115972273,92844487,483382,20003363,7660566
115972300,92850589,483383,20003364,7660617
115974209,92851069,483388,20003701,7660665
115978330,92851704,483389,20003702,7660666
115982510,92851705,483390,20003713,7660954
115982511,92852381,483391,20003714,7660955
115987836,92852382,483392,20003723,7661107
115994367,92854749,483393,20003767,7661108
115996129,92854750,483394,20003950,7661385
116005388,92854751,483447,20003951,7661415
116013214,92854752,483513,20003952,7661534
116019229,92854753,483514,20004172,7661535
116019230,92854754,483515,20004173,7661620
116038836,92860249,483533,20004174,7661972
116054117,92860250,483667,20004263,7662697
116054118,92866984,483737,20004321,7663121
116058391,92870063,483738,20004322,7663122
116077744,92870064,483847,20004344,7663147
116079112,92888193,483965,20004345,7663148
116079113,92889887,484002,20004507,7663205
116079114,92889888,484003,20004513,7663206
116079115,92895528,484004,20004546,7663292
116079116,92895529,484005,20004696,7663299
116089174,92907235,484114,20004786,7663672
116089175,92907236,484115,20004987,7663690
116095347,92910334,484144,20004988,7664460
116109985,92910335,484147,20005062,7664623
116109986,92911624,484274,20005262,7664720
116111621,92913654,484427,20005263,7664721
116111622,92913655,484428,20005567,7664828
116129608,92913656,484433,20005568,7664829
116129609,92918259,484613,20005719,7665239
116129610,92922587,484614,20005720,7665240
116129611,92923578,484681,20005736,7665241
116144578,92930316,484722,20005899,7665242
116144579,92942565,484797,20005900,7665261
116144580,92942566,484798,20005945,7665262
116146688,92944634,484799,20006262,7666215
116146689,92944635,484800,20006263,7666223
116158372,92944636,485121,20006264,7666289
116158373,92944637,485258,20006265,7666303
116158374,92944638,485259,20006266,7666636
116162778,92944639,485326,20006267,7666726
116162779,92944640,485499,20006268,7666736
116168484,92944742,485500,20006269,7666865
116168485,92944743,485508,20006270,7667039
116168486,92945201,485621,20006457,7667040
116168709,92945202,485622,20006458,7667072
116187837,92945203,485820,20006459,7667120
116187838,92948840,485821,20006460,7667646
116187839,92948841,485876,20006461,7667647
116204631,92950660,485895,20006462,7667651
116204632,92950661,485948,20006610,7667697
116210211,92950662,485949,20006611,7668608
116210212,92961201,485956,20006612,7668609
116210656,92961202,485988,20006671,7668692
116210657,92961203,486271,20006672,7668702
116215497,92961462,486285,20006673,7668703
116215498,92961463,486299,20006712,7668730
116223487,92961464,486328,20006713,7668750
116239734,92967600,486329,20006714,7668754
116239735,92967601,486330,20006715,7668785
116239736,92967669,486335,20007001,7668786
116240787,92967670,486336,20007325,7668787
116245909,92972080,486337,20007326,7668788
116245910,92974243,486338,20007476,7668921
116247801,92974244,486339,20007477,7668922
116247802,92974245,486340,20008352,7669114
116247803,92974246,486341,20008486,7669115
116247804,92974247,486359,20008720,7669116
116247805,92974248,486387,20008721,7669143
116248988,92974249,486388,20008722,7669144
116248989,92974250,486608,20008723,7669145
116248990,92974251,486609,20008752,7669146
116248991,92982306,486637,20008753,7669147
116263698,92983920,486830,20008768,7669260
116263699,92989302,487126,20008769,7669261
116263700,92989303,487163,20008785,7669410
